2.941176470588236663e-04 1.789017028688250610e-12
3.028601147353840732e-04 1.763082197481410178e-12
3.118624469316021771e-04 1.737524861433747461e-12
3.211323679618328930e-04 1.712339519669737879e-12
3.306778317409652507e-04 1.687520720500108061e-12
3.405070286091568029e-04 1.663063124194229320e-12
3.506283923594315840e-04 1.638961442713140352e-12
3.610506074741662600e-04 1.615210508814978058e-12
3.717826165766805802e-04 1.591805127673233344e-12
3.828336281043185144e-04 1.568740332487478582e-12
3.942131242096064960e-04 1.546011132284787032e-12
4.059308688962729502e-04 1.523612631952518993e-12
4.179969163971016628e-04 1.501540010337125140e-12
4.304216198008143008e-04 1.479788518468692405e-12
4.432156399353789976e-04 1.458353466633316427e-12
4.563899545153746965e-04 1.437230247807077825e-12
4.699558675612507943e-04 1.416414293674689885e-12
4.839250190985688220e-04 1.395901123433352820e-12
4.983093951455524031e-04 1.375686312424621005e-12
5.131213379975065655e-04 1.355765483665895286e-12
5.283735568169350668e-04 1.336134344498270860e-12
5.440791385384474710e-04 1.316788640071357685e-12
5.602515590978029937e-04 1.297724185108214571e-12
5.769046949947303224e-04 1.278936841857724987e-12
5.940528351994513439e-04 1.260422540194498482e-12
6.117106934131123124e-04 1.242177276205608782e-12
6.298934206926525567e-04 1.224197072627064091e-12
6.486166184509367010e-04 1.206478041934070172e-12
6.678963518433132362e-04 1.189016331895133850e-12
6.877491635520747472e-04 1.171808160355704486e-12
7.081920879806560300e-04 1.154849788204433906e-12
7.292426658697428706e-04 1.138137532002270304e-12
7.509189593478416682e-04 1.121667781162001935e-12
7.732395674292131009e-04 1.105436953259983255e-12
7.962236419724703917e-04 1.089441543754015474e-12
8.198909041135459506e-04 1.073678071563997379e-12
8.442616611871098502e-04 1.058143123936040512e-12
8.693568241509673630e-04 1.042833343419035487e-12
8.951979255283933198e-04 1.027745408211069448e-12
9.218071378837833490e-04 1.012876037935522867e-12
9.492072928474878848e-04 9.982220161056248675e-13
9.774219007061414177e-04 9.837801578089819729e-13
1.006475170575312720e-03 9.695473344039339737e-13
1.036392031171764518e-03 9.555204423177496996e-13
1.067198152203162938e-03 9.416964331831338909e-13
1.098919966393574824e-03 9.280722988654759653e-13
1.131584692163672013e-03 9.146450703842170003e-13
1.165220356985080183e-03 9.014118160895189958e-13
1.199855821428921733e-03 8.883696460367810684e-13
1.235520803929197236e-03 8.755157077960185733e-13
1.272245906282232827e-03 8.628471978663336573e-13
1.310062639904082489e-03 8.503613313615980794e-13
1.349003452868427315e-03 8.380553821920441372e-13
1.389101757748148740e-03 8.259266511755845836e-13
1.430391960284474592e-03 8.139724803731778804e-13
1.472909488908310865e-03 8.021902474481360778e-13
1.516690825139064289e-03 7.905773710358793375e-13
1.561773534887051992e-03 7.791313042356965435e-13
1.608196300686367619e-03 7.678495381824559539e-13
1.655998954885837173e-03 7.567296019058819077e-13
1.705222513826561755e-03 7.457690550449393349e-13
1.755909213035367501e-03 7.349654970471745073e-13
1.808102543464351012e-03 7.243165622470510790e-13
1.861847288807639720e-03 7.138199110016147580e-13
1.917189563927355683e-03 7.034732507552203304e-13
1.974176854421766641e-03 6.932743065363777589e-13
2.032858057369593251e-03 6.832208446878935406e-13
2.093283523285398122e-03 6.733106588430883962e-13
2.155505099322074705e-03 6.635415686733235427e-13
2.219576173757521406e-03 6.539114292730523773e-13
2.285551721803635774e-03 6.444181190136718165e-13
2.353488352776951682e-03 6.350595469441052887e-13
2.423444358671418813e-03 6.258336462607120239e-13
2.495479764174954752e-03 6.167383801054890240e-13
2.569656378172709317e-03 6.077717366277613061e-13
2.646037846781252711e-03 5.989317295682758213e-13
2.724689707959150262e-03 5.902163997315075182e-13
2.805679447740815503e-03 5.816238110511880874e-13
2.889076558141875570e-03 5.731520564232658756e-13
2.974952596785732269e-03 5.647992515205529953e-13
3.063381248302507898e-03 5.565635402353677680e-13
3.154438387553015147e-03 5.484430883165971019e-13
3.248202144732019285e-03 5.404360871910453458e-13
3.344752972406681967e-03 5.325407531949947080e-13
3.444173714547657614e-03 5.247553298127985339e-13
3.546549677612090105e-03 5.170780802786279904e-13
3.651968703739543864e-03 5.095072913978878658e-13
3.760521246123608649e-03 5.020412784002322119e-13
3.872300446623872829e-03 4.946783725614318102e-13
3.987402215684907568e-03 4.874169315179320023e-13
4.105925314630751860e-03 4.802553324813301811e-13
4.227971440405551076e-03 4.731919752586927145e-13
4.353645312833120257e-03 4.662252783095382432e-13
4.483054764470137572e-03 4.593536827027784217e-13
4.616310833130280247e-03 4.525756453149704716e-13
4.753527857158515620e-03 4.458896459123913616e-13
4.894823573537363838e-03 4.392941817194329540e-13
5.040319218909359092e-03 4.327877688005650915e-13
5.190139633602292892e-03 4.263689409839810621e-13
5.344413368746542964e-03 4.200362513890668752e-13
5.503272796576452394e-03 4.137882629008367640e-13
5.666854224010295371e-03 4.076235819549928299e-13
5.835298009606340076e-03 4.015408078717375574e-13
6.008748683995414515e-03 3.955385670661276329e-13
6.187355073893196535e-03 3.896155044134261843e-13
6.371270429798701895e-03 3.837702832447556905e-13
6.560652557488578888e-03 3.780015851779903867e-13
6.755663953419942247e-03 3.723081112357458424e-13
6.956471944157960677e-03 3.666885800952280106e-13
7.163248829947948572e-03 3.611417295324405946e-13
7.376172032554877481e-03 3.556663148930116310e-13
7.595424247497500718e-03 3.502611094682485068e-13
7.821193600807442581e-03 3.449249033493405925e-13
8.053673810447855436e-03 3.396565033413740092e-13
8.293064352530219591e-03 3.344547321818417383e-13
8.539570632471772671e-03 3.293184271620768029e-13
8.793404161240475289e-03 3.242464390038092746e-13
9.054782736838835541e-03 3.192376312846979211e-13
9.323930631182152790e-03 3.142908787895249849e-13
9.601078782531597550e-03 3.094050650077266363e-13
9.886464993647332139e-03 3.045790824158679326e-13
1.018033413583152233e-02 2.998118294671425057e-13
1.048293835903643494e-02 2.951022085443310701e-13
1.079453730821789380e-02 2.904491257962201460e-13
1.111539834611966794e-02 2.858514869353012938e-13
1.144579678268001742e-02 2.813081972523525950e-13
1.178601611125722551e-02 2.768181587995710027e-13
1.213634825187671906e-02 2.723802690023180064e-13
1.249709380170866725e-02 2.679934183630189758e-13
1.286856229299077059e-02 2.636564895745639289e-13
1.325107245861770894e-02 2.593683555030713506e-13
1.364495250562508012e-02 2.551278782716320325e-13
1.405054039680241930e-02 2.509339083143005117e-13
1.446818414067708135e-02 2.467852836959781239e-13
1.489824209011762594e-02 2.426808301253805642e-13
1.534108324981306969e-02 2.386193615790222179e-13
1.579708759289178213e-02 2.345996812149684646e-13
1.626664638695159149e-02 2.306205824492331266e-13
1.675016252978107217e-02 2.266808531608351485e-13
1.724805089505980146e-02 2.227792774070275475e-13
1.776073868833448824e-02 2.189146403567162076e-13
1.828866581357613957e-02 2.150857338649972916e-13
1.883228525063299422e-02 2.112913629771149453e-13
1.939206344390304732e-02 2.075303528983762180e-13
1.996848070255949001e-02 2.038015577478994263e-13
2.056203161267279936e-02 2.001038701482599554e-13
2.117322546158270646e-02 1.964362318255794368e-13
2.180258667488450819e-02 1.927976444897765654e-13
2.245065526640450601e-02 1.891871821365175314e-13
2.311798730155058962e-02 1.856040033382093626e-13
2.380515537443579632e-02 1.820473637668738682e-13
2.451274909918390796e-02 1.785166288062880739e-13
2.524137561583897002e-02 1.750112857461848612e-13
2.599166011131251799e-02 1.715309550356323176e-13
2.676424635581571565e-02 1.680754008854909356e-13
2.755979725523667254e-02 1.646445401219751209e-13
2.837899541993665203e-02 1.612384496717237172e-13
2.922254375045364380e-02 1.578573718728008005e-13
3.009116604061536776e-02 1.545017173227334831e-13
3.098560759857971192e-02 1.511720657183492122e-13
