3.190663588633488312e-02 1.478691636365772124e-13
3.285504117820869929e-02 1.445939200767217530e-13
3.383163723895137032e-02 1.413473987249637272e-13
3.483726202197401367e-02 1.381308081237920357e-13
3.587277838834172089e-02 1.349454890173832062e-13
3.693907484713859768e-02 1.317928997820964431e-13
3.803706631783936032e-02 1.286745992492463280e-13
3.916769491534199954e-02 1.255922286066191684e-13
4.033193075833537561e-02 1.225474913845749889e-13
4.153077280169468338e-02 1.195421329410127700e-13
4.276524969361941014e-02 1.165779191327146481e-13
4.403642065824951712e-02 1.136566151877510686e-13
4.534537640451646867e-02 1.107799647993474440e-13
4.669324006200954724e-02 1.079496697261302188e-13
4.808116814465992345e-02 1.051673707599516412e-13
4.951035154307016628e-02 1.024346297686785537e-13
5.098201654633969376e-02 9.975291349473837369e-14
5.249742589426331651e-02 9.712357909653221453e-14
5.405787986080626967e-02 9.454786162280154337e-14
5.566471736978431673e-02 9.202686365663137460e-14
5.731931714370708947e-02 8.956154693419062772e-14
5.902309888676975785e-02 8.715272611824041852e-14
6.077752450300900194e-02 8.480106478741963735e-14
6.258409935066737428e-02 8.250707312596411983e-14
6.444437353384287193e-02 8.027110786330821213e-14
6.635994323253262273e-02 7.809337360502327383e-14
6.833245207221053108e-02 7.597392595211112301e-14
7.036359253411540726e-02 7.391267601398073112e-14
7.245510740745839118e-02 7.190939609728105329e-14
7.460879128479720734e-02 6.996372645743772975e-14
7.682649210185886479e-02 6.807518292412246225e-14
7.911011272313253628e-02 6.624316514136681043e-14
8.146161257459406946e-02 6.446696542427489015e-14
8.388300932496131623e-02 6.274577784935938710e-14
8.637638061692402836e-02 6.107870753669370656e-14
8.894386584983392241e-02 5.946478006106308855e-14
9.158766801538362201e-02 5.790295072080179524e-14
9.431005558785024445e-02 5.639211368402110617e-14
9.711336447052498766e-02 5.493111083644671288e-14
1.000000000000000056e-01 5.351874030402046268e-14
