# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494854101794e-10       7.297193546275e-15       4.818730209849e-13       0.000000000000e+00       8.804709858164e-09       4.847062851592e-10      -2.510604614692e-12 
    3       1.409067542250e-10       1.235833963201e-14       6.063193104617e-13       0.000000000000e+00       5.406792975293e-09       3.454006270846e-10      -2.208144934981e-12 
    4       1.324421291559e-10       1.443180378119e-14       6.271468080208e-13       0.000000000000e+00       3.755996647671e-09       2.628701412725e-10      -1.761465767186e-12 
    5       1.257337058517e-10       1.334901697066e-14       5.872353431090e-13       0.000000000000e+00       2.802344295473e-09       2.085607671587e-10      -1.307505868595e-12 
    6       1.207910630963e-10       1.030285337994e-14       5.166822958888e-13       0.000000000000e+00       2.188363593008e-09       1.702916062116e-10      -8.935500003548e-13 
    7       1.173154564755e-10       6.830222101854e-15       4.358737803973e-13       0.000000000000e+00       1.765187628357e-09       1.420400016158e-10      -5.436783696020e-13 
    8       1.149909224417e-10       4.036951637255e-15       3.570925215445e-13       0.000000000000e+00       1.458698708199e-09       1.204431101500e-10      -2.686192726834e-13 
    9       1.135722278085e-10       2.333949207108e-15       2.875892767064e-13       0.000000000000e+00       1.228084754827e-09       1.034916450795e-10      -6.998602206085e-14 
   10       1.128433588438e-10       1.570642292610e-15       2.314114189734e-13       0.000000000000e+00       1.049353041123e-09       8.993558175853e-11       5.753410702821e-14 
   11       1.126668981354e-10       1.345871544309e-15       1.902587450997e-13       0.000000000000e+00       8.851042971885e-10       7.922890368714e-11       1.234979701837e-13 
   12       1.129291497556e-10       1.289184095499e-15       1.638020742214e-13       0.000000000000e+00       7.732827290629e-10       7.001799116491e-11       1.424654384219e-13 
   13       1.135156932793e-10       1.202016160832e-15       1.502836384612e-13       0.000000000000e+00       6.815003200790e-10       6.250209338476e-11       1.281952838428e-13 
   14       1.143270262045e-10       1.055712509211e-15       1.471525287777e-13       0.000000000000e+00       6.051437015519e-10       5.598718336591e-11       9.337911293332e-14 
   15       1.153691102619e-10       9.101282514422e-16       1.513814858016e-13       0.000000000000e+00       5.408785936114e-10       5.054722572440e-11       5.025841379192e-14 
   16       1.165984210349e-10       8.271769673784e-16       1.599593096019e-13       0.000000000000e+00       4.862440570906e-10       4.593340356799e-11       7.927258507899e-15 
   17       1.179401590020e-10       8.248541423912e-16       1.704076344096e-13       0.000000000000e+00       4.393812004281e-10       4.194800727633e-11      -2.727306837619e-14 
   18       1.193917212710e-10       8.761784413006e-16       1.808405121507e-13       0.000000000000e+00       3.987102376361e-10       3.841293465144e-11      -5.179211837532e-14 
   19       1.209612478629e-10       9.484386574659e-16       1.902836294957e-13       0.000000000000e+00       3.635844416410e-10       3.529634489759e-11      -6.473163502285e-14 
   20       1.225970919488e-10       1.007857126481e-15       1.980080515030e-13       0.000000000000e+00       3.326496588268e-10       3.253963829675e-11      -6.689060041204e-14 
   21       1.243102914874e-10       1.056988852195e-15       2.040920566267e-13       0.000000000000e+00       3.054195769975e-10       3.009809576626e-11      -6.036914079413e-14 
   22       1.260981382131e-10       1.113553824555e-15       2.089858897257e-13       0.000000000000e+00       2.812422300638e-10       2.789217192908e-11      -4.847617888911e-14 
   23       1.279505326709e-10       1.196931404257e-15       2.131592640038e-13       0.000000000000e+00       2.597849587003e-10       2.589372037473e-11      -3.415492057455e-14 
   24       1.298369529157e-10       1.325857870836e-15       2.171539691835e-13       0.000000000000e+00       2.405515373297e-10       2.407214080131e-11      -2.051816349294e-14 
   25       1.317738753711e-10       1.500895245709e-15       2.214274979040e-13       0.000000000000e+00       2.233156486945e-10       2.243549778698e-11      -9.432257608700e-15 
   26       1.337726413707e-10       1.715168968203e-15       2.263759606972e-13       0.000000000000e+00       2.077652447562e-10       2.098350273086e-11      -2.261427876049e-15 
   27       1.358142667340e-10       1.962199092640e-15       2.320407752230e-13       0.000000000000e+00       1.937136142294e-10       1.968233287950e-11       7.957072327746e-16 
   28       1.378632722699e-10       2.235462160109e-15       2.382801071419e-13       0.000000000000e+00       1.809182981560e-10       1.848098566000e-11       1.248817612534e-16 
   29       1.399295220758e-10       2.534496939990e-15       2.447998341362e-13       0.000000000000e+00       1.693138624078e-10       1.737563334103e-11      -3.485692338694e-15 
   30       1.420274153330e-10       2.860625844957e-15       2.511636141484e-13       0.000000000000e+00       1.587756209046e-10       1.636863175246e-11      -8.835442554068e-15 
   31       1.441609804273e-10       3.214538687244e-15       2.568527946702e-13       0.000000000000e+00       1.490885176113e-10       1.545297383088e-11      -1.451001305015e-14 
   32       1.463331642506e-10       3.594048196248e-15       2.614762051469e-13       0.000000000000e+00       1.402024810446e-10       1.461898695741e-11      -1.963462555613e-14 
   33       1.485372944788e-10       3.995390319582e-15       2.646275593821e-13       0.000000000000e+00       1.320546345459e-10       1.384820984061e-11      -2.337553270538e-14 
   34       1.507604742998e-10       4.415292189248e-15       2.659180556208e-13       0.000000000000e+00       1.245309098416e-10       1.311834267115e-11      -2.496264140161e-14 
   35       1.530090779771e-10       4.856404003364e-15       2.652959492917e-13       0.000000000000e+00       1.175927725761e-10       1.243024785930e-11      -2.448151687780e-14 
   36       1.552905136351e-10       5.323835624759e-15       2.628415240286e-13       0.000000000000e+00       1.111845357964e-10       1.178954087161e-11      -2.236879426165e-14 
