# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494363458591e-10       7.260983187470e-15       4.802510464244e-13       0.000000000000e+00       8.688473288127e-09       4.835811595711e-10      -2.505290111314e-12 
    3       1.408481265665e-10       1.229784559541e-14       6.045280294000e-13       0.000000000000e+00       5.383570405737e-09       3.445681511763e-10      -2.201980518155e-12 
    4       1.323886542985e-10       1.435854647518e-14       6.250557622462e-13       0.000000000000e+00       3.745173832719e-09       2.620160850341e-10      -1.756097020535e-12 
    5       1.256874161419e-10       1.328069543042e-14       5.850960811196e-13       0.000000000000e+00       2.792921349189e-09       2.077395452475e-10      -1.303323718025e-12 
    6       1.207524133568e-10       1.024993956303e-14       5.146617257820e-13       0.000000000000e+00       2.178416255643e-09       1.695182912394e-10      -8.904390366730e-13 
    7       1.172775799804e-10       6.795179422092e-15       4.341079165969e-13       0.000000000000e+00       1.755547831728e-09       1.413188502629e-10      -5.414783991812e-13 
    8       1.149567438490e-10       4.016747698486e-15       3.556309692194e-13       0.000000000000e+00       1.450327753870e-09       1.197896536642e-10      -2.671113509254e-13 
    9       1.135427544448e-10       2.323759010018e-15       2.864265603643e-13       0.000000000000e+00       1.221133483640e-09       1.029189016087e-10      -6.894597910687e-14 
   10       1.128179086246e-10       1.566363271692e-15       2.305352510005e-13       0.000000000000e+00       1.043612169370e-09       8.943656135916e-11       5.830945532785e-14 
   11       1.126483113692e-10       1.344829735286e-15       1.895939907780e-13       0.000000000000e+00       8.786261827511e-10       7.876465839463e-11       1.241826615610e-13 
   12       1.129109333513e-10       1.289686367698e-15       1.632623021471e-13       0.000000000000e+00       7.674294582290e-10       6.957828515075e-11       1.431684596257e-13 
