# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494867847834e-10       7.297445520475e-15       4.818746280401e-13       2.358791891693e-19       8.805178611411e-09       4.847102982170e-10      -2.510613373296e-12 
    3       1.409084661636e-10       1.235887858949e-14       6.063234203156e-13       4.719873070913e-19       5.407780131099e-09       3.454050623594e-10      -2.208154639423e-12 
    4       1.324443898451e-10       1.443270934904e-14       6.271525606011e-13       7.871462157578e-19       3.757214329190e-09       2.628751985327e-10      -1.761477762210e-12 
    5       1.257366938458e-10       1.335035720403e-14       5.872426444267e-13       1.181639122817e-18       2.803689763793e-09       2.085663943831e-10      -1.307518659364e-12 
    6       1.207949286192e-10       1.030468753334e-14       5.166911721837e-13       1.655801809916e-18       2.189766244731e-09       1.702979360573e-10      -8.935616287845e-13 
    7       1.173203187766e-10       6.832609941074e-15       4.358842165277e-13       2.210011553529e-18       1.766594851596e-09       1.420463103140e-10      -5.436877600878e-13 
    8       1.149968953454e-10       4.039959985330e-15       3.571045134560e-13       2.844674845736e-18       1.460073074621e-09       1.204480102566e-10      -2.686262097930e-13 
    9       1.135794465105e-10       2.337650198316e-15       2.876025292343e-13       3.560214399326e-18       1.229401292386e-09       1.034946491098e-10      -6.999067730508e-14 
   10       1.128519024477e-10       1.575112646543e-15       2.314248864019e-13       4.357055948330e-18       1.050594495308e-09       8.993755540380e-11       5.753142114174e-14 
   11       1.126768114155e-10       1.351193210393e-15       1.902707815599e-13       5.235615361082e-18       8.853040775990e-10       7.922716440909e-11       1.234971062655e-13 
   12       1.129404955100e-10       1.295442236473e-15       1.638111211227e-13       6.196286567935e-18       7.734668078974e-10       7.001652693622e-11       1.424656644290e-13 
