# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494416512767e-10       7.262121405178e-15       4.803229554595e-13       0.000000000000e+00       8.637702286881e-09       4.830171039161e-10      -2.505491765057e-12 
    3       1.408521470028e-10       1.229998124700e-14       6.046565504684e-13       0.000000000000e+00       5.332857893553e-09       3.438535020902e-10      -2.202198306962e-12 
    4       1.323945037218e-10       1.436115294021e-14       6.252324814011e-13       0.000000000000e+00       3.700601838449e-09       2.612477696059e-10      -1.756296160787e-12 
    5       1.256981775814e-10       1.328324108838e-14       5.853090213702e-13       0.000000000000e+00       2.754308629046e-09       2.069432358905e-10      -1.303490481876e-12 
    6       1.207711934602e-10       1.025216172616e-14       5.148985156427e-13       0.000000000000e+00       2.144470421351e-09       1.687023937199e-10      -8.905709021294e-13 
    7       1.173071433614e-10       6.797076457025e-15       4.343589915415e-13       0.000000000000e+00       1.725229069114e-09       1.404906400997e-10      -5.415807527008e-13 
    8       1.150000781581e-10       4.018414126374e-15       3.558903552554e-13       0.000000000000e+00       1.422961698941e-09       1.189559689749e-10      -2.671945257594e-13 
    9       1.136023418490e-10       2.325245535265e-15       2.866930666864e-13       0.000000000000e+00       1.196261171916e-09       1.020853339683e-10      -6.902230982665e-14 
   10       1.128958433805e-10       1.567651156443e-15       2.308133808579e-13       0.000000000000e+00       1.020863951190e-09       8.860756664653e-11       5.822827050854e-14 
   11       1.127467780019e-10       1.345902351900e-15       1.898917714750e-13       0.000000000000e+00       8.633330503458e-10       7.808952510099e-11       1.240894966747e-13 
   12       1.130315830747e-10       1.290617870070e-15       1.635891877745e-13       0.000000000000e+00       7.533244113205e-10       6.890993430889e-11       1.430550212130e-13 
   13       1.136456602901e-10       1.203657913908e-15       1.501758076291e-13       0.000000000000e+00       6.630909006610e-10       6.143384391686e-11       1.288596129876e-13 
   14       1.144899249685e-10       1.056538842128e-15       1.470593673892e-13       0.000000000000e+00       5.880735818504e-10       5.495457065446e-11       9.408400841050e-14 
   15       1.155677899504e-10       9.094076455200e-16       1.512545831697e-13       0.000000000000e+00       5.249777352452e-10       4.954996651679e-11       5.096885261544e-14 
   16       1.168268715414e-10       8.245645233204e-16       1.598047366187e-13       0.000000000000e+00       4.713728504358e-10       4.496171567350e-11       8.625952784279e-15 
   17       1.182089717008e-10       8.205466725056e-16       1.701743494179e-13       0.000000000000e+00       4.254239625032e-10       4.099800507752e-11      -2.658762348401e-14 
   18       1.196986668802e-10       8.708228682810e-16       1.805246562270e-13       0.000000000000e+00       3.855739500410e-10       3.749674601555e-11      -5.113052152505e-14 
   19       1.213039701146e-10       9.426414239565e-16       1.899061291943e-13       0.000000000000e+00       3.511784630122e-10       3.442057820517e-11      -6.412321302989e-14 
   20       1.229807259369e-10       1.001956897002e-15       1.975923634283e-13       0.000000000000e+00       3.209076860363e-10       3.169835307777e-11      -6.638245355737e-14 
   21       1.247381529950e-10       1.051056881031e-15       2.036515245317e-13       0.000000000000e+00       2.942806959054e-10       2.928360034837e-11      -5.999986215282e-14 
   22       1.265690841878e-10       1.107358971482e-15       2.085176190826e-13       0.000000000000e+00       2.706545860916e-10       2.709977785977e-11      -4.826130593239e-14 
   23       1.284652196118e-10       1.190040385434e-15       2.126508277003e-13       0.000000000000e+00       2.497007191557e-10       2.512245652212e-11      -3.407789330616e-14 
   24       1.303993467578e-10       1.317741833421e-15       2.165889477924e-13       0.000000000000e+00       2.309314054526e-10       2.332465975810e-11      -2.052510064562e-14 
   25       1.323857780468e-10       1.491358266163e-15       2.208061492284e-13       0.000000000000e+00       2.141231077328e-10       2.171162142757e-11      -9.444793327538e-15 
   26       1.344323961708e-10       1.704418452286e-15       2.257223606790e-13       0.000000000000e+00       1.989689002336e-10       2.027894813002e-11      -2.193747971490e-15 
   27       1.365213992212e-10       1.950191718596e-15       2.313892292370e-13       0.000000000000e+00       1.852848062828e-10       1.899461490861e-11       9.720805506525e-16 
   28       1.386198165363e-10       2.221736802014e-15       2.376663247838e-13       0.000000000000e+00       1.728327794821e-10       1.781122552587e-11       3.654875922103e-16 
   29       1.407376484368e-10       2.518627050641e-15       2.442386510838e-13       0.000000000000e+00       1.615477089302e-10       1.672526954532e-11      -3.223558023180e-15 
   30       1.428885922126e-10       2.842399405487e-15       2.506361744916e-13       0.000000000000e+00       1.513069455773e-10       1.573842154427e-11      -8.564021547494e-15 
   31       1.450759658895e-10       3.193976216197e-15       2.563117441251e-13       0.000000000000e+00       1.418999031521e-10       1.484294521375e-11      -1.421269795460e-14 
   32       1.473026927531e-10       3.571242948999e-15       2.609011947150e-13       0.000000000000e+00       1.332769239581e-10       1.402838369186e-11      -1.930792548283e-14 
   33       1.495623316015e-10       3.970461213921e-15       2.640503292086e-13       0.000000000000e+00       1.253760680306e-10       1.327544636420e-11      -2.304622235807e-14 
   34       1.518421400884e-10       4.388368987794e-15       2.654170899387e-13       0.000000000000e+00       1.180856763449e-10       1.256120501968e-11      -2.468367626418e-14 
   35       1.541480209322e-10       4.827566210892e-15       2.649272623809e-13       0.000000000000e+00       1.113676609762e-10       1.188693085965e-11      -2.428858970247e-14 
   36       1.564866328258e-10       5.293079245213e-15       2.626102780691e-13       0.000000000000e+00       1.051673662248e-10       1.125917720475e-11      -2.226194189155e-14 
   37       1.588594356118e-10       5.790116852262e-15       2.585363625299e-13       0.000000000000e+00       9.940324171126e-11       1.068161499580e-11      -1.911158665857e-14 
   38       1.612675414894e-10       6.320971717024e-15       2.528215612570e-13       0.000000000000e+00       9.405985436519e-11       1.015313322903e-11      -1.531944270277e-14 
   39       1.637072491356e-10       6.887140760580e-15       2.456296159251e-13       0.000000000000e+00       8.911976540513e-11       9.668585303092e-12      -1.144554844656e-14 
   40       1.661678818244e-10       7.490154911995e-15       2.371746194993e-13       0.000000000000e+00       8.453525397716e-11       9.218881065529e-12      -8.173543256634e-15 
   41       1.686369016014e-10       8.131294442886e-15       2.276615947447e-13       0.000000000000e+00       8.024481259496e-11       8.793829742105e-12      -6.140742815456e-15 
   42       1.711188747140e-10       8.810623550959e-15       2.170774976789e-13       0.000000000000e+00       7.623543031239e-11       8.392563536386e-12      -5.343345356918e-15 
   43       1.736215453563e-10       9.527641479164e-15       2.053374072743e-13       0.000000000000e+00       7.249614671786e-11       8.015959900247e-12      -5.550547263869e-15 
   44       1.761503090084e-10       1.028152081790e-14       1.923400107525e-13       0.000000000000e+00       6.899937225035e-11       7.663660828858e-12      -6.461012076003e-15 
   45       1.787083224027e-10       1.107141895042e-14       1.779692076403e-13       0.000000000000e+00       6.571065143675e-11       7.334412428840e-12      -7.743028946189e-15 
   46       1.812975248027e-10       1.189756954943e-14       1.621023306195e-13       0.000000000000e+00       6.262454681421e-11       7.027457732686e-12      -9.180008165675e-15 
   47       1.839174512725e-10       1.276048409730e-14       1.446023346292e-13       0.000000000000e+00       5.973723536815e-11       6.741377615836e-12      -1.056075680995e-14 
   48       1.865646245812e-10       1.366064869727e-14       1.253141872798e-13       0.000000000000e+00       5.703569021254e-11       6.473600468964e-12      -1.163663780651e-14 
   49       1.892323007181e-10       1.459852356235e-14       1.040638267338e-13       0.000000000000e+00       5.449699769592e-11       6.220320554026e-12      -1.211960220490e-14 
   50       1.919133779654e-10       1.557449938858e-14       8.070503179799e-14       0.000000000000e+00       5.209520524628e-11       5.977590573363e-12      -1.177296138012e-14 
   51       1.946106454241e-10       1.658875370006e-14       5.527744834210e-14       0.000000000000e+00       4.982564053012e-11       5.745138413131e-12      -1.071731588139e-14 
   52       1.973288764418e-10       1.764135462696e-14       2.788965599925e-14       0.000000000000e+00       4.768601303012e-11       5.523445285142e-12      -9.204266169313e-15 
   53       2.000718050849e-10       1.873229813338e-14      -1.323811228266e-15       0.000000000000e+00       4.566913953982e-11       5.312636301119e-12      -7.533270167754e-15 
   54       2.028420205267e-10       1.986150547726e-14      -3.220125239532e-14       0.000000000000e+00       4.376261565732e-11       5.112454085821e-12      -6.054039766079e-15 
   55       2.056412012036e-10       2.102886461169e-14      -6.459230966927e-14       0.000000000000e+00       4.195256400816e-11       4.922428406851e-12      -5.084847984304e-15 
   56       2.084711273473e-10       2.223437225175e-14      -9.848747931751e-14       0.000000000000e+00       4.023672188388e-11       4.742494860843e-12      -4.638195111566e-15 
   57       2.113327350007e-10       2.347802265103e-14      -1.339186501115e-13       0.000000000000e+00       3.861402944936e-11       4.572483663531e-12      -4.631189808856e-15 
   58       2.142257079242e-10       2.475976594240e-14      -1.709225272955e-13       0.000000000000e+00       3.708067188878e-11       4.411918757109e-12      -4.962806962584e-15 
