# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494863002061e-10       7.297209641251e-15       4.818746331793e-13       0.000000000000e+00       8.805178611411e-09       4.847102982170e-10      -2.510613373296e-12 
    3       1.409074991820e-10       1.235840660184e-14       6.063234431743e-13       0.000000000000e+00       5.407780131099e-09       3.454050623594e-10      -2.208154639423e-12 
    4       1.324427829835e-10       1.443192220113e-14       6.271526261160e-13       0.000000000000e+00       3.757214329190e-09       2.628751985327e-10      -1.761477762210e-12 
    5       1.257342923763e-10       1.334917555915e-14       5.872427932049e-13       0.000000000000e+00       2.803689763793e-09       2.085663943831e-10      -1.307518659364e-12 
    6       1.207915811237e-10       1.030303171589e-14       5.166914636300e-13       0.000000000000e+00       2.189766244731e-09       1.702979360573e-10      -8.935616287845e-13 
    7       1.173158776323e-10       6.830399893306e-15       4.358847315007e-13       0.000000000000e+00       1.766594851596e-09       1.420463103140e-10      -5.436877600878e-13 
    8       1.149912171239e-10       4.037115236052e-15       3.571053564021e-13       0.000000000000e+00       1.460073074621e-09       1.204480102566e-10      -2.686262097930e-13 
    9       1.135723922838e-10       2.334089844540e-15       2.876038297736e-13       0.000000000000e+00       1.229401292386e-09       1.034946491098e-10      -6.999067730508e-14 
   10       1.128433379982e-10       1.570755348596e-15       2.314268003605e-13       0.000000000000e+00       1.050594495308e-09       8.993755540380e-11       5.753142114174e-14 
   11       1.126666073484e-10       1.345957200572e-15       1.902734914673e-13       0.000000000000e+00       8.853040775990e-10       7.922716440909e-11       1.234971062655e-13 
   12       1.129285272725e-10       1.289245340874e-15       1.638148362137e-13       0.000000000000e+00       7.734668078974e-10       7.001652693622e-11       1.424656644290e-13 
