# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.472593642685e-10       7.143457068010e-15       4.716374712055e-13       0.000000000000e+00       8.516024099036e-09       4.789738079965e-10      -2.466538798046e-12 
    3       1.388759211500e-10       1.211405564166e-14       5.947228632394e-13       0.000000000000e+00       5.326636824929e-09       3.419632500989e-10      -2.169482046283e-12 
    4       1.306037148906e-10       1.415345652780e-14       6.154206416799e-13       0.000000000000e+00       3.714265093985e-09       2.600793921731e-10      -1.731303759226e-12 
    5       1.240540421710e-10       1.309793155465e-14       5.764402748663e-13       0.000000000000e+00       2.774326640017e-09       2.062455789126e-10      -1.285612454298e-12 
    6       1.192373582074e-10       1.011280874568e-14       5.073096381148e-13       0.000000000000e+00       2.166991358058e-09       1.683442874643e-10      -8.786882002901e-13 
    7       1.158535468796e-10       6.706429855390e-15       4.280943306765e-13       0.000000000000e+00       1.746637169679e-09       1.403521315602e-10      -5.344586282369e-13 
    8       1.136040939667e-10       3.965419261760e-15       3.508482705193e-13       0.000000000000e+00       1.441906378995e-09       1.189682479402e-10      -2.636364994644e-13 
    9       1.122461649408e-10       2.294814022090e-15       2.826836604756e-13       0.000000000000e+00       1.213516550874e-09       1.022179148102e-10      -6.794187548993e-14 
   10       1.115660910351e-10       1.547546338824e-15       2.275815071878e-13       0.000000000000e+00       1.037488312290e-09       8.884684589594e-11       5.776409787045e-14 
   11       1.114327008378e-10       1.329288629352e-15       1.872098794500e-13       0.000000000000e+00       8.725665054988e-10       7.822248468432e-11       1.228339996129e-13 
   12       1.117240175751e-10       1.275197580563e-15       1.612631961360e-13       0.000000000000e+00       7.622594703867e-10       6.911284319021e-11       1.415849285797e-13 
   13       1.123383240195e-10       1.189430744561e-15       1.480219765439e-13       0.000000000000e+00       6.717240429994e-10       6.169081284700e-11       1.275738154658e-13 
   14       1.131768646959e-10       1.043795622851e-15       1.449603680651e-13       0.000000000000e+00       5.964090309709e-10       5.525701057901e-11       9.323162849266e-14 
   15       1.142443806168e-10       8.978405414483e-16       1.490792112209e-13       0.000000000000e+00       5.330236708539e-10       4.988638258577e-11       5.062728945810e-14 
   16       1.154891650318e-10       8.134005027419e-16       1.574751362740e-13       0.000000000000e+00       4.791399846333e-10       4.532265435733e-11       8.736285238710e-15 
   17       1.168537535994e-10       8.088713925677e-16       1.677081736715e-13       0.000000000000e+00       4.329238093590e-10       4.137559705229e-11      -2.615709058687e-14 
   18       1.183232175295e-10       8.579767946065e-16       1.779274781752e-13       0.000000000000e+00       3.928155584220e-10       3.788499242838e-11      -5.051486103565e-14 
   19       1.199057888530e-10       9.283428149336e-16       1.871678981298e-13       0.000000000000e+00       3.581795746295e-10       3.481571139127e-11      -6.344323444247e-14 
